Word,VADER,AFINN,SentiWordNet,AverageScore
wales,0.0,0.0,0.18181818181818182,0.6060606060606061
sportswoman,0.0,0.0,0.18181818181818182,0.6060606060606061
injury,-0.4215,-2.0,0.16666666666666666,-0.2516111111111112
parting,0.0,0.0,0.2,0.6666666666666666
december,0.0,0.0,0.18181818181818182,0.6060606060606061
intensity,0.0,0.0,0.2222222222222222,0.7407407407407408
eagles,0.0,0.0,0.13333333333333333,0.4444444444444444
slam dunk,-0.3818,-2.0,0.0,-0.7939333333333334
hollywood,0.0,0.0,0.15384615384615385,0.5128205128205129
leyton,0.0,0.0,0.0,0.0
legendary team,0.0,0.0,0.0,0.0
atlanta,0.0,0.0,0.14285714285714285,0.4761904761904761
warriors,0.0,0.0,0.2222222222222222,0.7407407407407408
took,0.0,0.0,0.4,1.3333333333333333
stupefy,0.0,0.0,0.3333333333333333,1.111111111111111
little,0.0,0.0,0.2222222222222222,0.7407407407407408
iconic,0.0,0.0,0.5,1.6666666666666667
know,0.0,0.0,0.18181818181818182,0.6060606060606061
saturation,0.0,0.0,0.2,0.6666666666666666
pistons,0.0,0.0,0.15384615384615385,0.5128205128205129
match-winner,0.0,4.0,0.0,1.3333333333333333
bestattributionman,0.0,0.0,0.0,0.0
outrage,-0.5106,-3.0,0.18181818181818182,-0.5641393939393939
website,0.0,0.0,0.15384615384615385,0.5128205128205129
armchair,0.0,0.0,0.14285714285714285,0.4761904761904761
trouble,-0.4019,-2.0,0.2,-0.13396666666666665
brooklyn,0.0,0.0,0.16666666666666666,0.5555555555555555
icon,0.0,0.0,0.2222222222222222,0.7407407407407408
disturbance,-0.3818,0.0,0.2,0.5394
tactics,0.0,0.0,0.16666666666666666,0.5555555555555555
without,0.0,0.0,0.0,0.0
next,0.0,0.0,0.5,1.6666666666666667
minssuper,0.0,0.0,0.0,0.0
uscopyright,0.0,0.0,0.0,0.0
radio,0.0,0.0,0.15384615384615385,0.5128205128205129
relief,0.4767,0.0,0.18181818181818182,0.7649606060606061
november,0.0,0.0,0.18181818181818182,0.6060606060606061
grand slam,0.1027,1.0,0.0,0.36756666666666665
gatland,0.0,0.0,0.0,0.0
exeter,0.0,0.0,0.0,0.0
central,0.0,0.0,0.18181818181818182,0.6060606060606061
luka,0.0,0.0,0.0,0.0
moreour,0.0,0.0,0.0,0.0
antonio,0.0,0.0,0.0,0.0
makes,0.0,0.0,0.15384615384615385,0.5128205128205129
dynamo,0.0,0.0,0.13333333333333333,0.4444444444444444
york,0.0,0.0,0.15384615384615385,0.5128205128205129
ball over,0.0,0.0,0.0,0.0
belief,0.0,0.0,0.2222222222222222,0.7407407407407408
name,0.0,0.0,0.2222222222222222,0.7407407407407408
finale,0.0,0.0,0.18181818181818182,0.6060606060606061
leaving,0.0,0.0,0.2222222222222222,0.7407407407407408
defender,0.1027,2.0,0.2,1.3675666666666668
consent,0.2263,2.0,0.2,1.4087666666666667
menusearch,0.0,0.0,0.0,0.0
chavkin,0.0,0.0,0.0,0.0
deliberate,0.0,0.0,0.2,0.6666666666666666
careers,0.0,0.0,0.18181818181818182,0.6060606060606061
footballfind,0.0,0.0,0.0,0.0
most,0.0,0.0,0.5,1.6666666666666667
mexico,0.0,0.0,0.15384615384615385,0.5128205128205129
jubilate,0.0,0.0,0.3333333333333333,1.111111111111111
kolkata,0.0,0.0,0.15384615384615385,0.5128205128205129
morebbc,0.0,0.0,0.0,0.0
ballon,0.0,0.0,0.0,0.0
touchdown,0.0,0.0,0.14285714285714285,0.4761904761904761
perseverance,0.0,0.0,0.2,0.6666666666666666
exciting tournament,0.4939,3.0,0.0,1.1646333333333334
bar,0.0,0.0,0.16666666666666666,0.5555555555555555
derbiesattributionbbc,0.0,0.0,0.0,0.0
paradeattributionamerican,0.0,0.0,0.0,0.0
defends,0.0,0.0,0.25,0.8333333333333334
dominating performance,-0.296,0.0,0.0,-0.09866666666666667
cleveland,0.0,0.0,0.15384615384615385,0.5128205128205129
closed,0.0,0.0,0.5,1.6666666666666667
contacts,0.0,0.0,0.18181818181818182,0.6060606060606061
youadvertise,0.0,0.0,0.0,0.0
blow out of the water,0.0,0.0,0.0,0.0
caribbeanhow,0.0,0.0,0.0,0.0
extension,0.0,0.0,0.2,0.6666666666666666
amiens,0.0,0.0,0.0,0.0
epical,0.0,0.0,0.5,1.6666666666666667
kingdom,0.0,0.0,0.18181818181818182,0.6060606060606061
Hail Mary,0.0772,2.0,0.0,0.6924
larger-than-life,0.0,0.0,0.5,1.6666666666666667
minsdiscover,0.0,0.0,0.0,0.0
lafc,0.0,0.0,0.0,0.0
trademarks,0.0,0.0,0.2222222222222222,0.7407407407407408
weekend,0.0,0.0,0.2222222222222222,0.7407407407407408
boston,0.0,0.0,0.14285714285714285,0.4761904761904761
indiana,0.0,0.0,0.15384615384615385,0.5128205128205129
finish,0.0,0.0,0.2,0.6666666666666666
exciting victory,0.4939,6.0,0.0,2.164633333333333
overtime winner,0.5859,4.0,0.0,1.5286333333333333
hotspur,0.0,0.0,0.14285714285714285,0.4761904761904761
succeed,0.4939,3.0,0.5,2.8313
nice,0.4215,3.0,0.15384615384615385,1.6533205128205128
preseason,0.0,0.0,0.2,0.6666666666666666
wound,0.0,0.0,0.15384615384615385,0.5128205128205129
punjab,0.0,0.0,0.2,0.6666666666666666
legacy,0.0,0.0,0.2,0.6666666666666666
gatorade,0.0,0.0,0.0,0.0
brasil,0.0,0.0,0.15384615384615385,0.5128205128205129
denver,0.0,0.0,0.14285714285714285,0.4761904761904761
newsattributionbbc,0.0,0.0,0.0,0.0
extra time,0.0,0.0,0.0,0.0
liverpool,0.0,0.0,0.18181818181818182,0.6060606060606061
ageing,0.0,0.0,0.25,0.8333333333333334
believes,0.0,0.0,0.2222222222222222,0.7407407407407408
store,0.0,0.0,0.15384615384615385,0.5128205128205129
favour,0.4404,2.0,0.18181818181818182,1.419527272727273
delhi,0.0,0.0,0.15384615384615385,0.5128205128205129
women,0.0,0.0,0.2,0.6666666666666666
MVP,0.0,0.0,0.18181818181818182,0.6060606060606061
fixtures,0.0,0.0,0.2222222222222222,0.7407407407407408
exciting team,0.4939,3.0,0.0,1.1646333333333334
title defense,0.128,0.0,0.0,0.042666666666666665
narrow,0.0,0.0,0.2,0.6666666666666666
gamesgolfgymnasticshorse,0.0,0.0,0.0,0.0
points,0.0,0.0,0.15384615384615385,0.5128205128205129
muslic,0.0,0.0,0.0,0.0
breakout,0.0,0.0,0.18181818181818182,0.6060606060606061
learn,0.0,0.0,0.5,1.6666666666666667
information,0.0,0.0,0.25,0.8333333333333334
irelandnews,0.0,0.0,0.0,0.0
chennai,0.0,0.0,0.15384615384615385,0.5128205128205129
india,0.0,0.0,0.15384615384615385,0.5128205128205129
full,0.0,0.0,0.2,0.6666666666666666
serviceavailable,0.0,0.0,0.0,0.0
menubbc,0.0,0.0,0.0,0.0
celebrate,0.5719,3.0,0.5,2.8573
detroit,0.0,0.0,0.18181818181818182,0.6060606060606061
disturb,-0.4019,-2.0,0.4,0.5327000000000001
river,0.0,0.0,0.2222222222222222,0.7407407407407408
gain ground,0.5267,2.0,0.0,0.8422333333333333
disceptation,0.0,0.0,0.16666666666666666,0.5555555555555555
treble,0.0,0.0,0.2,0.6666666666666666
replication,0.0,0.0,0.15384615384615385,0.5128205128205129
rights,0.0,0.0,0.16666666666666666,0.5555555555555555
dailyfa,0.0,0.0,0.0,0.0
weeka,0.0,0.0,0.0,0.0
field goal,0.0,0.0,0.0,0.0
around,0.0,0.0,0.5,1.6666666666666667
manchester,0.0,0.0,0.15384615384615385,0.5128205128205129
treacy,0.0,0.0,0.0,0.0
market,0.0,0.0,0.2,0.6666666666666666
psvattributioneuropean,0.0,0.0,0.0,0.0
squadattributionengland,0.0,0.0,0.0,0.0
earn,0.0,0.0,0.4,1.3333333333333333
Capricorn the Goat,0.0,0.0,0.0,0.0
roster,0.0,0.0,0.18181818181818182,0.6060606060606061
goat,0.0,0.0,0.10526315789473684,0.3508771929824561
would,0.0,0.0,0.0,0.0
mena,0.0,0.0,0.0,0.0
capitals,0.0,0.0,0.2222222222222222,0.7407407407407408
sign,0.0,0.0,0.2,0.6666666666666666
penalty,-0.4588,-2.0,0.2,-0.15293333333333337
joins,0.0,0.0,0.2222222222222222,0.7407407407407408
hold tight,0.0,0.0,0.0,0.0
marcus,0.0,0.0,0.0,0.0
saints,0.0,0.0,0.16666666666666666,0.5555555555555555
casual,0.2023,0.0,0.5,1.7341
mastery,0.0,0.0,0.2222222222222222,0.7407407407407408
mcgregor,0.0,0.0,0.0,0.0
disordered,0.0,0.0,0.3333333333333333,1.111111111111111
contestation,0.0,0.0,0.16666666666666666,0.5555555555555555
explaining,0.0,0.0,0.25,0.8333333333333334
rugbyattributionrugby,0.0,0.0,0.0,0.0
premier,0.0,0.0,0.15384615384615385,0.5128205128205129
breaking away,0.0,0.0,0.0,0.0
responsible,0.3182,2.0,0.5,2.4394
profits,0.4404,2.0,0.15384615384615385,1.3262871794871796
teddy,0.0,0.0,0.2,0.6666666666666666
mavin,0.0,0.0,0.2,0.6666666666666666
bbcprivacy,0.0,0.0,0.0,0.0
dramatic play,0.34,0.0,0.0,0.11333333333333334
whizz,0.0,0.0,0.2,0.6666666666666666
against,0.0,0.0,0.0,0.0
dean,0.0,0.0,0.15384615384615385,0.5128205128205129
troubleshoot,0.2023,0.0,0.2857142857142857,1.0198142857142856
hereinstagramtiktokfacebookxyoutubefind,0.0,0.0,0.0,0.0
unbeatable,0.0,0.0,0.5,1.6666666666666667
ahead,0.0,0.0,0.5,1.6666666666666667
dynasty,0.0,0.0,0.16666666666666666,0.5555555555555555
days,0.0,0.0,0.2,0.6666666666666666
second,0.0,0.0,0.25,0.8333333333333334
highlights,0.0,0.0,0.2222222222222222,0.7407407407407408
epos,0.0,0.0,0.2,0.6666666666666666
champion,0.5994,2.0,0.18181818181818182,1.472527272727273
prize,0.5106,0.0,0.18181818181818182,0.7762606060606062
earthquakes,0.0,0.0,0.2,0.6666666666666666
spurs,0.0,0.0,0.2,0.6666666666666666
palmer,0.0,0.0,0.16666666666666666,0.5555555555555555
career-defining,0.0,0.0,0.0,0.0
contendersaditi,0.0,0.0,0.0,0.0
reunited,0.0,0.0,0.4,1.3333333333333333
much,0.0,0.0,0.2222222222222222,0.7407407407407408
run,0.0,0.0,0.14285714285714285,0.4761904761904761
lekharaattributiondisability,0.0,0.0,0.0,0.0
doubles,0.0,0.0,0.14285714285714285,0.4761904761904761
getty,0.0,0.0,0.0,0.0
slot,0.0,0.0,0.25,0.8333333333333334
defeat,-0.4588,-2.0,0.2,-0.15293333333333337
no-hit game,0.0,-1.0,0.0,-0.3333333333333333
sportbbc,0.0,0.0,0.0,0.0
corner kick,0.0,0.0,0.0,0.0
results,0.0,0.0,0.25,0.8333333333333334
atlantic,0.0,0.0,0.2222222222222222,0.7407407407407408
state,0.0,0.0,0.18181818181818182,0.6060606060606061
used,0.0,0.0,0.5,1.6666666666666667
winger,0.0,0.0,0.18181818181818182,0.6060606060606061
exciting champion,0.7964,5.0,0.0,1.9321333333333335
record-breaking tournament,0.0,0.0,0.0,0.0
three-pointer,0.0,0.0,0.0,0.0
unbeatable goal,0.0,0.0,0.0,0.0
knicks,0.0,0.0,0.0,0.0
bulls,0.0,0.0,0.09523809523809523,0.31746031746031744
text,0.0,0.0,0.2,0.6666666666666666
knight,0.0,0.0,0.16666666666666666,0.5555555555555555
provide,0.0,0.0,0.3333333333333333,1.111111111111111
lionel,0.0,0.0,0.0,0.0
content,0.0,0.0,0.25,0.8333333333333334
crow,0.0,0.0,0.11764705882352941,0.39215686274509803
reviewing,0.0,0.0,0.4,1.3333333333333333
comeback story,0.0,0.0,0.0,0.0
knock over,0.0,0.0,0.0,0.0
their,0.0,0.0,0.0,0.0
heroic,0.5574,3.0,0.16666666666666666,1.7413555555555555
eaglesattributionamerican,0.0,0.0,0.0,0.0
gene,0.0,0.0,0.18181818181818182,0.6060606060606061
vukov,0.0,0.0,0.0,0.0
prosperous,0.4767,3.0,0.5,2.825566666666667
impact,0.0,0.0,0.2,0.6666666666666666
medallion,0.0,0.0,0.15384615384615385,0.5128205128205129
trade,0.0,0.0,0.18181818181818182,0.6060606060606061
mavericks,0.0,0.0,0.18181818181818182,0.6060606060606061
counter,0.0,0.0,0.15384615384615385,0.5128205128205129
exploreboom,0.0,0.0,0.0,0.0
triumph,0.4767,4.0,0.2,2.1589
hour,0.0,0.0,0.25,0.8333333333333334
chelsea,0.0,0.0,0.0,0.0
fans,0.0,0.0,0.18181818181818182,0.6060606060606061
decoration,0.0,0.0,0.2222222222222222,0.7407407407407408
each,0.0,0.0,0.5,1.6666666666666667
nations,0.0,0.0,0.18181818181818182,0.6060606060606061
bengaluru,0.0,0.0,0.0,0.0
prehend,0.0,0.0,0.4,1.3333333333333333
invincible,0.4939,2.0,0.5,2.4979666666666667
minsrugby,0.0,0.0,0.0,0.0
score,0.0,0.0,0.15384615384615385,0.5128205128205129
everton,0.0,0.0,0.0,0.0
seismic disturbance,-0.3818,0.0,0.0,-0.12726666666666667
soccer,0.0,0.0,0.14285714285714285,0.4761904761904761
legendary champion,0.5994,2.0,0.0,0.8664666666666667
bicycle kick,0.0,0.0,0.0,0.0
server,0.0,0.0,0.16666666666666666,0.5555555555555555
giannis,0.0,0.0,0.0,0.0
permission,0.0,0.0,0.2222222222222222,0.7407407407407408
lack,-0.3182,-2.0,0.2,-0.10606666666666668
painful,-0.4404,-2.0,0.5,0.8532000000000001
toronto,0.0,0.0,0.14285714285714285,0.4761904761904761
hawks,0.0,0.0,0.13333333333333333,0.4444444444444444
admirer,0.4215,0.0,0.2,0.8071666666666667
genius,0.0,0.0,0.2,0.6666666666666666
rivalry,0.0,0.0,0.2222222222222222,0.7407407407407408
jounce,0.0,0.0,0.16666666666666666,0.5555555555555555
global,0.0,0.0,0.5,1.6666666666666667
rodriguez,0.0,0.0,0.0,0.0
provides,0.0,0.0,0.3333333333333333,1.111111111111111
champ,0.4767,0.0,0.18181818181818182,0.7649606060606061
dramatic event,0.0,0.0,0.0,0.0
policycookiesaccessibility,0.0,0.0,0.0,0.0
ejected,0.0,0.0,0.3333333333333333,1.111111111111111
crew,0.0,0.0,0.2,0.6666666666666666
maven,0.0,0.0,0.2,0.6666666666666666
fabled,0.0,0.0,0.5,1.6666666666666667
unbeatable match,0.0,0.0,0.0,0.0
supporter,0.2732,1.0,0.2,1.0910666666666666
gilt,0.0,0.0,0.18181818181818182,0.6060606060606061
kerr,0.0,0.0,0.0,0.0
clippers,0.0,0.0,0.15384615384615385,0.5128205128205129
pertinacity,0.0,0.0,0.2,0.6666666666666666
really,0.0,0.0,0.5,1.6666666666666667
minutessuper,0.0,0.0,0.0,0.0
bedaze,0.0,0.0,0.3333333333333333,1.111111111111111
rockets,0.0,0.0,0.16666666666666666,0.5555555555555555
sell,0.0,0.0,0.15384615384615385,0.5128205128205129
donates,0.0,2.0,0.4,2.0
stunning,0.3818,4.0,0.2222222222222222,2.201340740740741
data,0.0,0.0,0.25,0.8333333333333334
untune,0.0,0.0,0.3333333333333333,1.111111111111111
disorder,-0.4019,-2.0,0.2,-0.13396666666666665
partners,0.0,0.0,0.2,0.6666666666666666
cucho,0.0,0.0,0.0,0.0
breakaway,0.0,0.0,0.14285714285714285,0.4761904761904761
tennis,0.0,0.0,0.15384615384615385,0.5128205128205129
many,0.0,0.0,0.5,1.6666666666666667
pass,0.0,0.0,0.18181818181818182,0.6060606060606061
cloudfront,0.0,0.0,0.0,0.0
canada,0.0,0.0,0.15384615384615385,0.5128205128205129
shaquille,0.0,0.0,0.0,0.0
grealish,0.0,0.0,0.0,0.0
connected,0.0,0.0,0.5,1.6666666666666667
champions,0.5267,2.0,0.18181818181818182,1.4482939393939394
epic poem,0.0,0.0,0.0,0.0
strangest,0.0,0.0,0.5,1.6666666666666667
sportsamerican,0.0,0.0,0.0,0.0
persistence,0.0,0.0,0.16666666666666666,0.5555555555555555
laurel wreath,0.0,0.0,0.0,0.0
sporting,0.0,0.0,0.4,1.3333333333333333
inside,0.0,0.0,0.2222222222222222,0.7407407407407408
customer,0.0,0.0,0.18181818181818182,0.6060606060606061
magic,0.0,0.0,0.18181818181818182,0.6060606060606061
affiliates,0.0,0.0,0.18181818181818182,0.6060606060606061
regulations,0.0,0.0,0.2,0.6666666666666666
feeling,0.128,1.0,0.25,1.2093333333333334
appal,0.0,0.0,0.2857142857142857,0.9523809523809522
philippines,0.0,0.0,0.16666666666666666,0.5555555555555555
johnson,0.0,0.0,0.18181818181818182,0.6060606060606061
gold,0.0,2.0,0.14285714285714285,1.1428571428571428
manage,0.0,0.0,0.4,1.3333333333333333
hereby,0.0,0.0,0.5,1.6666666666666667
league,0.0,0.0,0.2,0.6666666666666666
coverage,0.0,0.0,0.2,0.6666666666666666
live,0.0,0.0,0.4,1.3333333333333333
boehm,0.0,0.0,0.16666666666666666,0.5555555555555555
mumbai,0.0,0.0,0.15384615384615385,0.5128205128205129
daniel,0.0,0.0,0.18181818181818182,0.6060606060606061
palm,0.0,0.0,0.2,0.6666666666666666
powerhouse,0.0,0.0,0.2,0.6666666666666666
matthew,0.0,0.0,0.16666666666666666,0.5555555555555555
delivered,0.0,0.0,0.25,0.8333333333333334
scandal,-0.4404,-3.0,0.15384615384615385,-0.6339794871794872
debut,0.0,0.0,0.15384615384615385,0.5128205128205129
wants,0.0,0.0,0.18181818181818182,0.6060606060606061
past,0.0,0.0,0.25,0.8333333333333334
memphis,0.0,0.0,0.15384615384615385,0.5128205128205129
arbitration,0.0,0.0,0.16666666666666666,0.5555555555555555
chiefsattributionamerican,0.0,0.0,0.0,0.0
stooge,0.0,0.0,0.2,0.6666666666666666
newsattributionnewswhere,0.0,0.0,0.0,0.0
heroic poem,0.5574,3.0,0.0,1.1858
red zone,0.0,0.0,0.0,0.0
hero,0.5574,2.0,0.2,1.5191333333333332
rugby,0.0,0.0,0.14285714285714285,0.4761904761904761
read,0.0,0.0,0.15384615384615385,0.5128205128205129
kings,0.0,0.0,0.18181818181818182,0.6060606060606061
code,0.0,0.0,0.25,0.8333333333333334
trophy,0.0,0.0,0.2,0.6666666666666666
nashville,0.0,0.0,0.14285714285714285,0.4761904761904761
titans,0.0,0.0,0.18181818181818182,0.6060606060606061
criticised,-0.4215,-2.0,0.25,0.02616666666666667
skip,0.0,0.0,0.13333333333333333,0.4444444444444444
help,0.4019,2.0,0.2,1.4672999999999998
favourable,0.0,2.0,0.5,2.3333333333333335
experience,0.0,0.0,0.2,0.6666666666666666
serve ace,0.0,0.0,0.0,0.0
suns,0.0,0.0,0.18181818181818182,0.6060606060606061
accidental injury,-0.4767,-4.0,0.0,-1.4922333333333333
storiesthe,0.0,0.0,0.0,0.0
royals,0.0,0.0,0.18181818181818182,0.6060606060606061
floor,0.0,0.0,0.18181818181818182,0.6060606060606061
celtics,0.0,0.0,0.2,0.6666666666666666
western,0.0,0.0,0.16666666666666666,0.5555555555555555
receive,0.0,0.0,0.4,1.3333333333333333
scandalize,0.0,0.0,0.2857142857142857,0.9523809523809522
corcoran,0.0,0.0,0.0,0.0
rajasthan,0.0,0.0,0.0,0.0
action,0.0,0.0,0.2222222222222222,0.7407407407407408
vividness,0.0,0.0,0.2,0.6666666666666666
shootout,0.0,0.0,0.18181818181818182,0.6060606060606061
podcasts,0.0,0.0,0.18181818181818182,0.6060606060606061
world,0.0,0.0,0.2222222222222222,0.7407407407407408
jazz,0.0,0.0,0.18181818181818182,0.6060606060606061
drama,0.0,0.0,0.2,0.6666666666666666
fighter,0.1531,0.0,0.2222222222222222,0.7917740740740742
virtuoso,0.4588,0.0,0.2,0.8196
madrid,0.0,0.0,0.14285714285714285,0.4761904761904761
interception,0.0,0.0,0.18181818181818182,0.6060606060606061
bids,0.0,0.0,0.2,0.6666666666666666
gritrock,0.0,0.0,0.15384615384615385,0.5128205128205129
tables,0.0,0.0,0.2222222222222222,0.7407407407407408
cincinnati,0.0,0.0,0.15384615384615385,0.5128205128205129
derangement,0.0,0.0,0.16666666666666666,0.5555555555555555
southwest,0.0,0.0,0.2,0.6666666666666666
matt,0.0,0.0,0.2,0.6666666666666666
danger,-0.5267,-2.0,0.2222222222222222,-0.10149259259259254
official,0.0,0.0,0.18181818181818182,0.6060606060606061
doyle,0.0,0.0,0.0,0.0
footballathleticsbasketballboxingcricketcyclingdartsdisability,0.0,0.0,0.0,0.0
homepageskip,0.0,0.0,0.0,0.0
chief,0.0,0.0,0.2,0.6666666666666666
huijsen,0.0,0.0,0.0,0.0
common,0.0,0.0,0.18181818181818182,0.6060606060606061
super,0.5994,3.0,0.15384615384615385,1.7126205128205128
milwaukee,0.0,0.0,0.15384615384615385,0.5128205128205129
winners,0.4767,0.0,0.2,0.8255666666666667
back,0.0,0.0,0.2222222222222222,0.7407407407407408
hornets,0.0,0.0,0.11764705882352941,0.39215686274509803
procedure,0.0,0.0,0.2,0.6666666666666666
get ahead,0.0,0.0,0.0,0.0
fact,0.0,0.0,0.2222222222222222,0.7407407407407408
eastern,0.0,0.0,0.5,1.6666666666666667
reviewattributionbbc,0.0,0.0,0.0,0.0
chiefs,0.0,0.0,0.2,0.6666666666666666
record-breaking victory,0.0,3.0,0.0,1.0
hours,0.0,0.0,0.2,0.6666666666666666
electrical shock,-0.3818,-2.0,0.0,-0.7939333333333334
interested,0.4019,2.0,0.3333333333333333,1.9117444444444445
watch,0.0,0.0,0.14285714285714285,0.4761904761904761
discomfit,0.0,0.0,0.3333333333333333,1.111111111111111
lebron,0.0,0.0,0.0,0.0
legendary victory,0.0,3.0,0.0,1.0
default,0.0,0.0,0.18181818181818182,0.6060606060606061
jack,0.0,0.0,0.2222222222222222,0.7407407407407408
thriller,0.1027,0.0,0.15384615384615385,0.5470538461538462
domination,-0.0516,0.0,0.2,0.6494666666666666
golden,0.0,0.0,0.5,1.6666666666666667
face,0.0,0.0,0.2,0.6666666666666666
gaming,0.0,0.0,0.18181818181818182,0.6060606060606061
control,0.0,0.0,0.2222222222222222,0.7407407407407408
shock,-0.3818,-2.0,0.18181818181818182,-0.18787272727272727
season,0.0,0.0,0.2222222222222222,0.7407407407407408
adductor,0.0,0.0,0.15384615384615385,0.5128205128205129
exciting goal,0.4939,3.0,0.0,1.1646333333333334
punishment,-0.4939,0.0,0.2,0.5020333333333333
towards,0.0,0.0,0.0,0.0
durant,0.0,0.0,0.16666666666666666,0.5555555555555555
dealattributionformula,0.0,0.0,0.0,0.0
concerns,0.0,0.0,0.15384615384615385,0.5128205128205129
overturned,0.0,0.0,0.3333333333333333,1.111111111111111
columbus,0.0,0.0,0.14285714285714285,0.4761904761904761
highs,0.0,0.0,0.2222222222222222,0.7407407407407408
lucky,0.4215,3.0,0.5,2.807166666666667
sport,0.0,0.0,0.18181818181818182,0.6060606060606061
photo finish,0.0,0.0,0.0,0.0
completed,0.0,0.0,0.3333333333333333,1.111111111111111
left,0.0,0.0,0.2,0.6666666666666666
thailand,0.0,0.0,0.15384615384615385,0.5128205128205129
miracle,0.5859,4.0,0.2222222222222222,2.269374074074074
photographs,0.0,0.0,0.18181818181818182,0.6060606060606061
reaction,0.0,0.0,0.2222222222222222,0.7407407407407408
philadelphia,0.0,0.0,0.15384615384615385,0.5128205128205129
biggest,0.0,0.0,0.5,1.6666666666666667
strikeout,0.0,0.0,0.16666666666666666,0.5555555555555555
through,0.0,0.0,0.5,1.6666666666666667
case,0.0,0.0,0.2222222222222222,0.7407407407407408
portland,0.0,0.0,0.16666666666666666,0.5555555555555555
halcyon,0.0,0.0,0.15384615384615385,0.5128205128205129
persistency,0.0,0.0,0.2,0.6666666666666666
record,0.0,0.0,0.2222222222222222,0.7407407407407408
wallow,0.0,0.0,0.2,0.6666666666666666
starc,0.0,0.0,0.0,0.0
controversy,0.0,-2.0,0.16666666666666666,-0.11111111111111116
farewell,0.0,0.0,0.2222222222222222,0.7407407407407408
gossipthree,0.0,0.0,0.0,0.0
batch,0.0,0.0,0.25,0.8333333333333334
slender,0.0,0.0,0.5,1.6666666666666667
blazers,0.0,0.0,0.13333333333333333,0.4444444444444444
note,0.0,0.0,0.18181818181818182,0.6060606060606061
faqsbbc,0.0,0.0,0.0,0.0
wildfire,0.0,0.0,0.18181818181818182,0.6060606060606061
guidancecontact,0.0,0.0,0.0,0.0
hyderabad,0.0,0.0,0.15384615384615385,0.5128205128205129
dream season,0.25,1.0,0.0,0.4166666666666667
club,0.0,0.0,0.16666666666666666,0.5555555555555555
record-breaking goal,0.0,0.0,0.0,0.0
showdown,0.0,0.0,0.18181818181818182,0.6060606060606061
diaz,0.0,0.0,0.18181818181818182,0.6060606060606061
lore,0.0,0.0,0.2222222222222222,0.7407407407407408
end,0.0,0.0,0.2,0.6666666666666666
perseveration,0.0,0.0,0.2,0.6666666666666666
locker,0.0,0.0,0.15384615384615385,0.5128205128205129
judge,0.0,0.0,0.2,0.6666666666666666
this,0.0,0.0,0.0,0.0
find,0.0,0.0,0.15384615384615385,0.5128205128205129
policy,0.0,0.0,0.16666666666666666,0.5555555555555555
ruthless,0.0,0.0,0.5,1.6666666666666667
agentattributionpremier,0.0,0.0,0.0,0.0
organization,0.0,0.0,0.25,0.8333333333333334
clutch pedal,0.0,0.0,0.0,0.0
unbeatable tournament,0.0,0.0,0.0,0.0
home run,0.0,0.0,0.0,0.0
overthrow,0.0,0.0,0.15384615384615385,0.5128205128205129
heads,0.0,0.0,0.2,0.6666666666666666
chamberlain,0.0,0.0,0.16666666666666666,0.5555555555555555
superstar,0.0,0.0,0.2,0.6666666666666666
davis,0.0,0.0,0.18181818181818182,0.6060606060606061
destination,0.0,0.0,0.18181818181818182,0.6060606060606061
review,0.0,0.0,0.16666666666666666,0.5555555555555555
Capricorn,0.0,0.0,0.2222222222222222,0.7407407407407408
right,0.0,0.0,0.16666666666666666,0.5555555555555555
ace,0.0,0.0,0.18181818181818182,0.6060606060606061
made,0.0,0.0,0.5,1.6666666666666667
weight,0.0,0.0,0.2222222222222222,0.7407407407407408
faqshomenewssportbusinessinnovationculturetravelearthvideoliveterms,0.0,0.0,0.0,0.0
with,0.0,0.0,0.0,0.0
orient,0.0,0.0,0.2222222222222222,0.7407407407407408
vinicius,0.0,0.0,0.0,0.0
plate,0.0,0.0,0.14285714285714285,0.4761904761904761
orleans,0.0,0.0,0.15384615384615385,0.5128205128205129
cavaliers,0.0,0.0,0.16666666666666666,0.5555555555555555
divorce,0.0,0.0,0.2,0.6666666666666666
they,0.0,0.0,0.0,0.0
high,0.0,0.0,0.2222222222222222,0.7407407407407408
pablo,0.0,0.0,0.0,0.0
chroma,0.0,0.0,0.2,0.6666666666666666
flux,0.0,0.0,0.2222222222222222,0.7407407407407408
overturn,0.0,0.0,0.15384615384615385,0.5128205128205129
extend,0.1779,1.0,0.3333333333333333,1.5037444444444443
contention,0.0,0.0,0.18181818181818182,0.6060606060606061
indians,0.0,0.0,0.2,0.6666666666666666
newsletters,0.0,0.0,0.18181818181818182,0.6060606060606061
bourne,0.0,0.0,0.18181818181818182,0.6060606060606061
ribbon,0.0,0.0,0.2857142857142857,0.9523809523809522
spinner,0.0,0.0,0.18181818181818182,0.6060606060606061
leave-taking,0.0,-1.0,0.2,0.3333333333333333
team,0.0,0.0,0.2,0.6666666666666666
hotshot,0.0,0.0,0.2,0.6666666666666666
site,0.0,0.0,0.18181818181818182,0.6060606060606061
victory,0.0,3.0,0.2,1.6666666666666667
city,0.0,0.0,0.16666666666666666,0.5555555555555555
fled,0.0,0.0,0.3333333333333333,1.111111111111111
main,0.0,0.0,0.25,0.8333333333333334
over,0.0,0.0,0.16666666666666666,0.5555555555555555
exciting match,0.4939,3.0,0.0,1.1646333333333334
bucks,0.0,0.0,0.14285714285714285,0.4761904761904761
